,index,Season,Week,Include,Team 1,Team 2,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2
297,594,2019,13,True,NYJets,Cincinnati,-3.5,41.0,Team 1,-2.5,43.0,Team 1,66%,34%,79%,21%,82%,18%,201913NYJetsCincinnati,201913CincinnatiNYJets
298,596,2019,13,True,LARams,Arizona,-3.5,47.0,Team 1,-2.5,47.5,Team 1,71%,29%,73%,27%,61%,39%,201913LARamsArizona,201913ArizonaLARams
299,598,2019,13,True,LAChargers,Denver,-1.5,38.0,Team 2,-4.5,38.5,Team 1,70%,30%,40%,60%,71%,29%,201913LAChargersDenver,201913DenverLAChargers
300,600,2019,13,True,Cleveland,Pittsburgh,-3.0,40.5,Team 2,-1.0,40.0,Team 1,56%,44%,44%,56%,48%,52%,201913ClevelandPittsburgh,201913PittsburghCleveland
301,602,2019,13,True,NewEngland,Houston,-4.5,44.5,Team 1,-3.5,47.0,Team 1,66%,34%,46%,54%,76%,24%,201913NewEnglandHouston,201913HoustonNewEngland
302,604,2019,13,True,Minnesota,Seattle,-3.0,49.0,Team 2,-3.0,48.5,Team 2,33%,67%,49%,51%,25%,75%,201913MinnesotaSeattle,201913SeattleMinnesota
303,606,2019,14,True,Dallas,Chicago,-3.0,225.5,Team 1,-3.0,43.0,Team 1,71%,29%,40%,60%,78%,22%,201914DallasChicago,201914ChicagoDallas
304,608,2019,14,True,Baltimore,Buffalo,-7.0,43.0,Team 1,-6.5,44.0,Team 1,61%,39%,63%,37%,72%,28%,201914BaltimoreBuffalo,201914BuffaloBaltimore
305,610,2019,14,True,Washington,GreenBay,-14.5,42.0,Team 2,-13.0,42.0,Team 2,45%,55%,80%,20%,4%,96%,201914WashingtonGreenBay,201914GreenBayWashington
306,612,2019,14,True,Denver,Houston,-7.5,0.5,Team 2,-8.0,42.5,Team 2,51%,49%,41%,59%,13%,87%,201914DenverHouston,201914HoustonDenver
307,614,2019,14,True,SanFrancisco,NewOrleans,-3.0,45.5,Team 2,-1.5,45.0,Team 2,55%,45%,69%,31%,60%,40%,201914SanFranciscoNewOrleans,201914NewOrleansSanFrancisco
308,616,2019,14,True,Cincinnati,Cleveland,-10.5,43.0,Team 2,-6.5,43.5,Team 2,45%,55%,60%,40%,31%,69%,201914CincinnatiCleveland,201914ClevelandCincinnati
309,618,2019,14,True,Carolina,Atlanta,-1.0,48.5,Team 2,-3.5,48.0,Team 2,41%,59%,61%,39%,33%,67%,201914CarolinaAtlanta,201914AtlantaCarolina
310,620,2019,14,True,Detroit,Minnesota,-14.0,42.5,Team 2,-12.5,44.0,Team 2,33%,67%,78%,22%,9%,91%,201914DetroitMinnesota,201914MinnesotaDetroit
311,622,2019,14,True,Miami,NYJets,-7.5,44.0,Team 2,-5.0,47.0,Team 2,55%,45%,79%,21%,59%,41%,201914MiamiNYJets,201914NYJetsMiami
312,624,2019,14,True,Indianapolis,TampaBay,-1.0,50.5,Team 2,-3.0,46.5,Team 2,51%,49%,69%,31%,53%,47%,201914IndianapolisTampaBay,201914TampaBayIndianapolis
313,626,2019,14,True,LAChargers,Jacksonville,-1.0,44.5,Team 1,-3.5,42.0,Team 1,67%,33%,51%,49%,56%,44%,201914LAChargersJacksonville,201914JacksonvilleLAChargers
314,628,2019,14,True,KansasCity,NewEngland,-4.0,50.5,Team 2,-3.0,49.0,Team 2,37%,63%,73%,27%,48%,52%,201914KansasCityNewEngland,201914NewEnglandKansasCity
315,630,2019,14,True,Pittsburgh,Arizona,0.0,45.5,No Favorite,-2.0,43.5,Team 1,51%,49%,67%,33%,54%,46%,201914PittsburghArizona,201914ArizonaPittsburgh
316,632,2019,14,True,Tennessee,Oakland,0.0,46.5,No Favorite,-3.0,47.0,Team 1,52%,48%,61%,39%,53%,47%,201914TennesseeOakland,201914OaklandTennessee
317,634,2019,14,True,Seattle,LARams,-3.0,46.5,Team 1,0.0,48.0,No Favorite,56%,44%,66%,34%,51%,49%,201914SeattleLARams,201914LARamsSeattle
318,636,2019,14,True,NYGiants,Philadelphia,-8.0,46.5,Team 2,-9.0,45.0,Team 2,52%,48%,35%,65%,26%,74%,201914NYGiantsPhiladelphia,201914PhiladelphiaNYGiants
319,638,2019,15,True,NYJets,Baltimore,-14.0,44.0,Team 2,-17.0,44.0,Team 2,54%,46%,72%,28%,8%,92%,201915NYJetsBaltimore,201915BaltimoreNYJets
320,640,2019,15,True,TampaBay,Detroit,-4.0,47.5,Team 1,-6.0,46.0,Team 1,58%,42%,82%,18%,81%,19%,201915TampaBayDetroit,201915DetroitTampaBay
321,642,2019,15,True,Philadelphia,Washington,-6.0,40.0,Team 1,-6.5,38.5,Team 1,53%,47%,56%,44%,71%,29%,201915PhiladelphiaWashington,201915WashingtonPhiladelphia
322,644,2019,15,True,Chicago,GreenBay,-7.0,41.0,Team 2,-4.5,41.0,Team 2,49%,51%,56%,44%,27%,73%,201915ChicagoGreenBay,201915GreenBayChicago
323,646,2019,15,True,NewEngland,Cincinnati,-10.5,40.0,Team 1,-10.5,42.0,Team 1,81%,19%,46%,54%,99%,1%,201915NewEnglandCincinnati,201915CincinnatiNewEngland
324,648,2019,15,True,Houston,Tennessee,-1.5,47.5,Team 2,-3.0,50.5,Team 2,42%,58%,77%,23%,32%,68%,201915HoustonTennessee,201915TennesseeHouston
325,650,2019,15,True,Seattle,Carolina,-4.5,48.5,Team 1,-6.0,49.0,Team 1,76%,24%,56%,44%,76%,24%,201915SeattleCarolina,201915CarolinaSeattle
326,652,2019,15,True,Denver,KansasCity,-13.0,46.5,Team 2,-9.5,43.0,Team 2,59%,41%,40%,60%,29%,71%,201915DenverKansasCity,201915KansasCityDenver
327,654,2019,15,True,Miami,NYGiants,-3.5,48.0,Team 2,-3.5,46.5,Team 2,53%,47%,58%,42%,33%,67%,201915MiamiNYGiants,201915NYGiantsMiami
328,656,2019,15,True,Buffalo,Pittsburgh,-1.0,37.0,Team 2,-1.0,37.0,Team 2,64%,36%,63%,37%,83%,17%,201915BuffaloPittsburgh,201915PittsburghBuffalo
329,658,2019,15,True,Jacksonville,Oakland,-4.5,44.5,Team 2,-7.0,46.5,Team 2,42%,58%,75%,25%,35%,65%,201915JacksonvilleOakland,201915OaklandJacksonville
330,660,2019,15,True,Cleveland,Arizona,-2.5,47.0,Team 1,-3.0,49.0,Team 1,71%,29%,83%,17%,63%,37%,201915ClevelandArizona,201915ArizonaCleveland
331,662,2019,15,True,Atlanta,SanFrancisco,-11.5,45.5,Team 2,-10.0,49.5,Team 2,34%,66%,47%,53%,10%,90%,201915AtlantaSanFrancisco,201915SanFranciscoAtlanta
332,664,2019,15,True,LARams,Dallas,-4.0,47.0,Team 2,-1.0,48.5,Team 1,79%,21%,71%,29%,56%,44%,201915LARamsDallas,201915DallasLARams
333,666,2019,15,True,Minnesota,LAChargers,-3.0,46.0,Team 1,-1.5,45.0,Team 1,68%,32%,65%,35%,62%,38%,201915MinnesotaLAChargers,201915LAChargersMinnesota
334,668,2019,15,True,Indianapolis,NewOrleans,-9.0,44.0,Team 2,-8.5,49.5,Team 2,41%,59%,77%,23%,6%,94%,201915IndianapolisNewOrleans,201915NewOrleansIndianapolis
335,670,2019,16,True,LARams,SanFrancisco,0.0,46.5,No Favorite,-7.0,45.5,Team 2,33%,67%,67%,33%,15%,85%,201916LARamsSanFrancisco,201916SanFranciscoLARams
336,672,2019,16,True,Buffalo,NewEngland,-7.0,38.5,Team 2,-6.5,39.0,Team 2,52%,48%,51%,49%,57%,43%,201916BuffaloNewEngland,201916NewEnglandBuffalo
337,674,2019,16,True,Houston,TampaBay,-1.0,53.0,Team 2,-3.0,50.5,Team 1,70%,30%,67%,33%,79%,21%,201916HoustonTampaBay,201916TampaBayHouston
338,676,2019,16,True,Detroit,Denver,0.0,37.5,No Favorite,-8.0,40.0,Team 2,34%,66%,47%,53%,9%,91%,201916DetroitDenver,201916DenverDetroit
339,678,2019,16,True,Oakland,LAChargers,-6.5,47.0,Team 2,-7.5,45.0,Team 2,41%,59%,65%,35%,83%,17%,201916OaklandLAChargers,201916LAChargersOakland
340,680,2019,16,True,Jacksonville,Atlanta,-7.0,46.0,Team 2,-7.5,48.0,Team 2,44%,56%,80%,20%,33%,67%,201916JacksonvilleAtlanta,201916AtlantaJacksonville
341,682,2019,16,True,NewOrleans,Tennessee,-1.5,51.0,Team 1,-3.0,49.0,Team 1,70%,30%,45%,55%,89%,11%,201916NewOrleansTennessee,201916TennesseeNewOrleans
342,684,2019,16,True,NYGiants,Washington,-3.0,43.0,Team 2,-1.0,42.5,Team 1,43%,57%,90%,10%,42%,58%,201916NYGiantsWashington,201916WashingtonNYGiants
343,686,2019,16,True,Pittsburgh,NYJets,-3.0,38.5,Team 1,-3.0,36.5,Team 1,36%,64%,39%,61%,79%,21%,201916PittsburghNYJets,201916NYJetsPittsburgh
344,688,2019,16,True,Cincinnati,Miami,-3.0,45.5,Team 2,-1.5,45.5,Team 1,53%,47%,57%,43%,45%,55%,201916CincinnatiMiami,201916MiamiCincinnati
345,690,2019,16,True,Carolina,Indianapolis,-6.5,46.5,Team 2,-7.0,46.5,Team 2,55%,45%,59%,41%,48%,52%,201916CarolinaIndianapolis,201916IndianapolisCarolina
346,692,2019,16,True,Baltimore,Cleveland,-7.0,49.0,Team 1,-10.0,49.0,Team 1,75%,25%,57%,43%,90%,10%,201916BaltimoreCleveland,201916ClevelandBaltimore
347,694,2019,16,True,Dallas,Philadelphia,0.0,47.5,No Favorite,-2.5,46.5,Team 1,61%,39%,62%,38%,75%,25%,201916DallasPhiladelphia,201916PhiladelphiaDallas
348,696,2019,16,True,Arizona,Seattle,-9.5,48.5,Team 2,-8.0,51.0,Team 2,40%,60%,62%,38%,10%,90%,201916ArizonaSeattle,201916SeattleArizona
349,698,2019,16,True,KansasCity,Chicago,-4.0,45.0,Team 1,-7.0,45.5,Team 1,60%,40%,61%,39%,86%,14%,201916KansasCityChicago,201916ChicagoKansasCity
350,700,2019,16,True,GreenBay,Minnesota,-4.5,46.5,Team 2,-4.5,47.0,Team 2,60%,40%,61%,39%,71%,29%,201916GreenBayMinnesota,201916MinnesotaGreenBay
351,702,2019,17,True,Tennessee,Houston,0.0,216.5,No Favorite,-9.5,43.0,Team 1,68%,32%,64%,36%,74%,26%,201917TennesseeHouston,201917HoustonTennessee
352,704,2019,17,True,Cleveland,Cincinnati,-2.5,216.5,Team 1,-2.5,43.5,Team 1,64%,36%,74%,26%,73%,27%,201917ClevelandCincinnati,201917CincinnatiCleveland
353,706,2019,17,True,Chicago,Minnesota,-7.5,211.5,Team 2,-4.5,35.5,Team 1,59%,41%,66%,34%,60%,40%,201917ChicagoMinnesota,201917MinnesotaChicago
354,708,2019,17,True,Indianapolis,Jacksonville,-1.0,227.5,Team 2,-5.5,41.5,Team 1,69%,31%,41%,59%,52%,48%,201917IndianapolisJacksonville,201917JacksonvilleIndianapolis
355,710,2019,17,True,Atlanta,TampaBay,-2.5,50.5,Team 2,-1.0,48.5,Team 2,69%,31%,76%,24%,42%,58%,201917AtlantaTampaBay,201917TampaBayAtlanta
356,712,2019,17,True,Washington,Dallas,-7.0,44.0,Team 2,-12.5,47.0,Team 2,36%,64%,56%,44%,18%,82%,201917WashingtonDallas,201917DallasWashington
357,714,2019,17,True,NewOrleans,Carolina,-11.5,48.0,Team 1,-14.0,45.0,Team 1,73%,27%,71%,29%,98%,2%,201917NewOrleansCarolina,201917CarolinaNewOrleans
358,716,2019,17,True,Philadelphia,NYGiants,-5.5,45.0,Team 1,-3.5,44.5,Team 1,48%,52%,76%,24%,81%,19%,201917PhiladelphiaNYGiants,201917NYGiantsPhiladelphia
359,718,2019,17,True,Pittsburgh,Baltimore,-3.5,41.0,Team 2,-1.5,35.0,Team 1,53%,47%,43%,57%,28%,72%,201917PittsburghBaltimore,201917BaltimorePittsburgh
360,720,2019,17,True,NYJets,Buffalo,-4.0,37.5,Team 2,-1.0,37.0,Team 1,59%,41%,66%,34%,50%,50%,201917NYJetsBuffalo,201917BuffaloNYJets
361,722,2019,17,True,Miami,NewEngland,-14.0,43.5,Team 2,-17.0,45.5,Team 2,31%,69%,55%,45%,4%,96%,201917MiamiNewEngland,201917NewEnglandMiami
362,724,2019,17,True,GreenBay,Detroit,-10.5,41.5,Team 1,-13.0,44.0,Team 1,74%,26%,83%,17%,96%,4%,201917GreenBayDetroit,201917DetroitGreenBay
363,726,2019,17,True,LAChargers,KansasCity,-7.5,48.0,Team 2,-10.0,46.0,Team 2,17%,83%,36%,64%,7%,93%,201917LAChargersKansasCity,201917KansasCityLAChargers
364,728,2019,17,True,Arizona,LARams,-7.5,49.0,Team 2,-7.0,45.5,Team 2,43%,57%,85%,15%,87%,13%,201917ArizonaLARams,201917LARamsArizona
365,730,2019,17,True,SanFrancisco,Seattle,-1.0,47.0,Team 2,-3.5,47.0,Team 1,47%,53%,64%,36%,58%,42%,201917SanFranciscoSeattle,201917SeattleSanFrancisco
366,732,2019,17,True,Oakland,Denver,-5.0,41.5,Team 2,-4.5,41.0,Team 2,71%,29%,67%,33%,85%,15%,201917OaklandDenver,201917DenverOakland
367,734,2019,18,True,Buffalo,Houston,-3.0,39.5,Team 2,-2.5,43.0,Team 2,49%,51%,48%,52%,47%,53%,201918BuffaloHouston,201918HoustonBuffalo
368,736,2019,18,True,Tennessee,NewEngland,-5.5,41.5,Team 2,-5.0,45.0,Team 2,35%,65%,57%,43%,30%,70%,201918TennesseeNewEngland,201918NewEnglandTennessee
369,738,2019,18,True,Minnesota,NewOrleans,-8.0,46.0,Team 2,-7.0,50.0,Team 2,32%,68%,75%,25%,16%,84%,201918MinnesotaNewOrleans,201918NewOrleansMinnesota
370,740,2019,18,True,Seattle,Philadelphia,-1.0,45.5,Team 2,0.0,44.5,No Favorite,76%,24%,61%,39%,64%,36%,201918SeattlePhiladelphia,201918PhiladelphiaSeattle
371,742,2019,19,True,Minnesota,SanFrancisco,-7.0,46.0,Team 2,-7.0,44.5,Team 2,58%,42%,68%,32%,31%,69%,201919MinnesotaSanFrancisco,201919SanFranciscoMinnesota
372,744,2019,19,True,Tennessee,Baltimore,-10.0,48.5,Team 2,-10.0,47.5,Team 2,38%,62%,59%,41%,15%,85%,201919TennesseeBaltimore,201919BaltimoreTennessee
373,746,2019,19,True,Houston,KansasCity,-9.0,49.0,Team 2,-10.0,51.0,Team 2,46%,54%,64%,36%,27%,73%,201919HoustonKansasCity,201919KansasCityHouston
374,748,2019,19,True,Seattle,GreenBay,-3.5,46.0,Team 2,-4.5,45.5,Team 2,43%,57%,62%,38%,51%,49%,201919SeattleGreenBay,201919GreenBaySeattle
375,750,2019,20,True,GreenBay,SanFrancisco,-7.0,45.0,Team 2,-8.0,47.0,Team 2,47%,53%,63%,37%,65%,35%,201920GreenBaySanFrancisco,201920SanFranciscoGreenBay
376,752,2019,20,True,Tennessee,KansasCity,-7.5,52.0,Team 2,-7.0,51.0,Team 2,38%,62%,59%,41%,40%,60%,201920TennesseeKansasCity,201920KansasCityTennessee
377,754,2019,21,True,NFC,AFC,-1.0,51.0,Team 1,-1.5,55.5,Team 2,47%,53%,79%,21%,42%,58%,201921NFCAFC,201921AFCNFC
378,756,2019,22,True,SanFrancisco,KansasCity,-1.5,54.0,Team 2,-1.5,53.0,Team 2,45%,55%,71%,29%,51%,49%,201922SanFranciscoKansasCity,201922KansasCitySanFrancisco
379,758,2018,1,True,Atlanta,Philadelphia,-4.0,47.0,Team 2,0.0,44.5,No Favorite,62%,38%,55%,45%,67%,33%,20181AtlantaPhiladelphia,20181PhiladelphiaAtlanta
380,760,2018,1,True,Pittsburgh,Cleveland,-7.0,47.5,Team 1,-3.5,41.0,Team 1,65%,35%,41%,59%,48%,52%,20181PittsburghCleveland,20181ClevelandPittsburgh
381,762,2018,1,True,SanFrancisco,Minnesota,-5.0,47.0,Team 2,-6.5,46.0,Team 2,27%,73%,42%,58%,47%,53%,20181SanFranciscoMinnesota,20181MinnesotaSanFrancisco
382,764,2018,1,True,Cincinnati,Indianapolis,-1.5,47.0,Team 2,-1.0,47.5,Team 1,72%,28%,57%,43%,69%,31%,20181CincinnatiIndianapolis,20181IndianapolisCincinnati
383,766,2018,1,True,Buffalo,Baltimore,-3.0,42.5,Team 2,-8.0,38.5,Team 2,38%,62%,21%,79%,18%,82%,20181BuffaloBaltimore,20181BaltimoreBuffalo
384,768,2018,1,True,Jacksonville,NYGiants,-3.0,44.0,Team 1,-3.0,42.5,Team 1,45%,55%,25%,75%,50%,50%,20181JacksonvilleNYGiants,20181NYGiantsJacksonville
385,770,2018,1,True,TampaBay,NewOrleans,-7.5,52.0,Team 2,-10.0,49.5,Team 2,31%,69%,66%,34%,13%,87%,20181TampaBayNewOrleans,20181NewOrleansTampaBay
386,772,2018,1,True,Houston,NewEngland,,,Team 1,-6.0,49.5,Team 2,44%,56%,71%,29%,69%,31%,20181HoustonNewEngland,20181NewEnglandHouston
387,774,2018,1,True,Tennessee,Miami,,,Team 1,0.0,43.5,No Favorite,62%,38%,31%,69%,55%,45%,20181TennesseeMiami,20181MiamiTennessee
388,776,2018,1,True,KansasCity,LAChargers,,,Team 1,-3.5,48.0,Team 2,46%,54%,70%,30%,45%,55%,20181KansasCityLAChargers,20181LAChargersKansasCity
389,778,2018,1,True,Seattle,Denver,-1.5,42.0,Team 2,-3.0,42.5,Team 2,30%,70%,48%,52%,58%,42%,20181SeattleDenver,20181DenverSeattle
390,780,2018,1,True,Dallas,Carolina,-2.5,44.5,Team 2,-3.0,42.0,Team 2,23%,77%,57%,43%,43%,57%,20181DallasCarolina,20181CarolinaDallas
391,782,2018,1,True,Washington,Arizona,0.0,44.5,No Favorite,-2.5,43.5,Team 2,35%,65%,40%,60%,49%,51%,20181WashingtonArizona,20181ArizonaWashington
392,784,2018,1,True,Chicago,GreenBay,-9.0,48.0,Team 2,-7.0,45.0,Team 2,36%,64%,64%,36%,29%,71%,20181ChicagoGreenBay,20181GreenBayChicago
393,786,2018,1,True,NYJets,Detroit,-6.5,43.5,Team 2,-7.0,44.0,Team 2,42%,58%,58%,42%,32%,68%,20181NYJetsDetroit,20181DetroitNYJets
394,788,2018,1,True,LARams,Oakland,0.0,50.0,No Favorite,-6.5,47.5,Team 1,66%,34%,65%,35%,51%,49%,20181LARamsOakland,20181OaklandLARams
395,790,2018,2,True,Baltimore,Cincinnati,-1.0,43.0,Team 1,-1.0,43.5,Team 1,68%,32%,61%,39%,49%,51%,20182BaltimoreCincinnati,20182CincinnatiBaltimore
396,792,2018,2,True,Indianapolis,Washington,-5.0,47.5,Team 2,-6.0,48.0,Team 2,52%,48%,62%,38%,21%,79%,20182IndianapolisWashington,20182WashingtonIndianapolis
397,794,2018,2,True,Carolina,Atlanta,-5.0,44.0,Team 2,-5.5,43.5,Team 2,52%,48%,44%,56%,64%,36%,20182CarolinaAtlanta,20182AtlantaCarolina
398,796,2018,2,True,Minnesota,GreenBay,0.0,47.0,No Favorite,-1.5,45.0,Team 1,73%,27%,64%,36%,65%,35%,20182MinnesotaGreenBay,20182GreenBayMinnesota
399,798,2018,2,True,LAChargers,Buffalo,-9.0,44.5,Team 1,-7.5,41.5,Team 1,72%,28%,63%,37%,75%,25%,20182LAChargersBuffalo,20182BuffaloLAChargers
400,800,2018,2,True,Houston,Tennessee,-2.0,45.0,Team 1,-3.5,41.0,Team 1,79%,21%,78%,22%,80%,20%,20182HoustonTennessee,20182TennesseeHouston
401,802,2018,2,True,KansasCity,Pittsburgh,-5.0,49.5,Team 2,-4.5,52.5,Team 2,54%,46%,78%,22%,76%,24%,20182KansasCityPittsburgh,20182PittsburghKansasCity
402,804,2018,2,True,Miami,NYJets,0.0,43.0,No Favorite,-3.0,43.0,Team 2,39%,61%,43%,57%,49%,51%,20182MiamiNYJets,20182NYJetsMiami
403,806,2018,2,True,Philadelphia,TampaBay,-3.0,44.0,Team 1,-3.0,46.5,Team 1,73%,27%,60%,40%,65%,35%,20182PhiladelphiaTampaBay,20182TampaBayPhiladelphia
404,808,2018,2,True,Cleveland,NewOrleans,-9.0,47.5,Team 2,-9.5,51.0,Team 2,33%,67%,84%,16%,9%,91%,20182ClevelandNewOrleans,20182NewOrleansCleveland
405,810,2018,2,True,Arizona,LARams,-11.0,47.0,Team 2,-13.0,43.5,Team 2,30%,70%,68%,32%,51%,49%,20182ArizonaLARams,20182LARamsArizona
406,812,2018,2,True,Detroit,SanFrancisco,-3.0,48.0,Team 2,-6.0,48.5,Team 2,37%,63%,81%,19%,65%,35%,20182DetroitSanFrancisco,20182SanFranciscoDetroit
407,814,2018,2,True,NewEngland,Jacksonville,0.0,45.0,No Favorite,-1.5,44.5,Team 1,76%,24%,47%,53%,78%,22%,20182NewEnglandJacksonville,20182JacksonvilleNewEngland
408,816,2018,2,True,Oakland,Denver,-4.5,45.5,Team 2,-6.0,44.5,Team 2,42%,58%,67%,33%,64%,36%,20182OaklandDenver,20182DenverOakland
409,818,2018,2,True,NYGiants,Dallas,-3.0,43.5,Team 2,-3.0,42.0,Team 2,65%,35%,67%,33%,84%,16%,20182NYGiantsDallas,20182DallasNYGiants
410,820,2018,2,True,Seattle,Chicago,-3.0,43.5,Team 2,-4.5,42.5,Team 2,50%,50%,68%,32%,53%,47%,20182SeattleChicago,20182ChicagoSeattle
411,822,2018,3,True,NYJets,Cleveland,-3.5,40.0,Team 2,-3.0,41.0,Team 2,33%,67%,58%,42%,34%,66%,20183NYJetsCleveland,20183ClevelandNYJets
412,824,2018,3,True,Indianapolis,Philadelphia,,,Team 1,-6.5,45.5,Team 2,54%,46%,54%,46%,57%,43%,20183IndianapolisPhiladelphia,20183PhiladelphiaIndianapolis
413,826,2018,3,True,Cincinnati,Carolina,-3.0,44.0,Team 2,-2.5,44.5,Team 2,44%,56%,70%,30%,49%,51%,20183CincinnatiCarolina,20183CarolinaCincinnati
414,828,2018,3,True,Tennessee,Jacksonville,,,Team 1,-10.0,39.5,Team 2,29%,71%,51%,49%,34%,66%,20183TennesseeJacksonville,20183JacksonvilleTennessee
415,830,2018,3,True,NewOrleans,Atlanta,,,Team 1,-1.5,54.0,Team 2,54%,46%,83%,17%,44%,56%,20183NewOrleansAtlanta,20183AtlantaNewOrleans
416,832,2018,3,True,Denver,Baltimore,,,Team 1,-5.5,46.0,Team 2,40%,60%,43%,57%,87%,13%,20183DenverBaltimore,20183BaltimoreDenver
417,834,2018,3,True,NYGiants,Houston,,,Team 1,-6.0,44.5,Team 2,45%,55%,87%,13%,75%,25%,20183NYGiantsHouston,20183HoustonNYGiants
418,836,2018,3,True,Oakland,Miami,,,Team 1,-3.0,46.0,Team 2,56%,44%,66%,34%,56%,44%,20183OaklandMiami,20183MiamiOakland
419,838,2018,3,True,GreenBay,Washington,,,Team 1,,,Team 1,46%,54%,61%,39%,64%,36%,20183GreenBayWashington,20183WashingtonGreenBay
420,840,2018,3,True,Buffalo,Minnesota,,,Team 1,,,Team 1,32%,68%,75%,25%,50%,50%,20183BuffaloMinnesota,20183MinnesotaBuffalo
421,842,2018,3,True,SanFrancisco,KansasCity,,,Team 1,,,Team 1,51%,49%,70%,30%,61%,39%,20183SanFranciscoKansasCity,20183KansasCitySanFrancisco
422,844,2018,3,True,LAChargers,LARams,,,Team 1,,,Team 1,42%,58%,80%,20%,59%,41%,20183LAChargersLARams,20183LARamsLAChargers
423,846,2018,3,True,Chicago,Arizona,,,Team 1,,,Team 1,62%,38%,65%,35%,38%,62%,20183ChicagoArizona,20183ArizonaChicago
424,848,2018,3,True,Dallas,Seattle,,,Team 1,-1.5,40.0,Team 2,39%,61%,64%,36%,44%,56%,20183DallasSeattle,20183SeattleDallas
425,850,2018,3,True,NewEngland,Detroit,-7.5,46.0,Team 1,-7.0,55.5,Team 1,70%,30%,68%,32%,59%,41%,20183NewEnglandDetroit,20183DetroitNewEngland
426,852,2018,3,True,Pittsburgh,TampaBay,,,Team 1,-1.0,55.0,Team 2,50%,50%,69%,31%,66%,34%,20183PittsburghTampaBay,20183TampaBayPittsburgh
427,854,2018,4,True,Minnesota,LARams,,,Team 1,-7.0,49.0,Team 2,52%,48%,66%,34%,45%,55%,20184MinnesotaLARams,20184LARamsMinnesota
428,856,2018,4,True,Miami,NewEngland,,,Team 1,-6.5,50.5,Team 2,29%,71%,68%,32%,42%,58%,20184MiamiNewEngland,20184NewEnglandMiami
429,858,2018,4,True,Houston,Indianapolis,-1.5,47.5,Team 2,-1.0,48.5,Team 1,47%,53%,38%,62%,58%,42%,20184HoustonIndianapolis,20184IndianapolisHouston
430,860,2018,4,True,Cincinnati,Atlanta,-5.5,48.0,Team 2,-3.5,52.5,Team 2,53%,47%,88%,12%,14%,86%,20184CincinnatiAtlanta,20184AtlantaCincinnati
431,862,2018,4,True,Buffalo,GreenBay,-10.5,44.5,Team 2,-9.0,44.0,Team 2,42%,58%,73%,27%,17%,83%,20184BuffaloGreenBay,20184GreenBayBuffalo
432,864,2018,4,True,Detroit,Dallas,,,Team 1,-2.5,44.0,Team 2,48%,52%,77%,23%,45%,55%,20184DetroitDallas,20184DallasDetroit
433,866,2018,4,True,NYJets,Jacksonville,-9.0,38.0,Team 2,-7.5,40.0,Team 2,40%,60%,56%,44%,6%,94%,20184NYJetsJacksonville,20184JacksonvilleNYJets
434,868,2018,4,True,TampaBay,Chicago,-2.0,48.5,Team 2,-3.0,46.0,Team 2,37%,63%,56%,44%,58%,42%,20184TampaBayChicago,20184ChicagoTampaBay
435,870,2018,4,True,Philadelphia,Tennessee,-3.0,42.0,Team 1,-3.0,41.5,Team 1,64%,36%,60%,40%,67%,33%,20184PhiladelphiaTennessee,20184TennesseePhiladelphia
436,872,2018,4,True,Seattle,Arizona,-3.0,37.5,Team 1,-3.5,40.0,Team 1,63%,37%,75%,25%,54%,46%,20184SeattleArizona,20184ArizonaSeattle
437,874,2018,4,True,Cleveland,Oakland,-2.0,44.5,Team 2,-2.5,44.5,Team 2,42%,58%,87%,13%,63%,37%,20184ClevelandOakland,20184OaklandCleveland
438,876,2018,4,True,SanFrancisco,LAChargers,,,Team 1,-10.0,46.5,Team 2,23%,77%,59%,41%,28%,72%,20184SanFranciscoLAChargers,20184LAChargersSanFrancisco
439,878,2018,4,True,NewOrleans,NYGiants,-3.0,50.0,Team 1,-3.0,52.0,Team 1,55%,45%,85%,15%,42%,58%,20184NewOrleansNYGiants,20184NYGiantsNewOrleans
440,880,2018,4,True,Baltimore,Pittsburgh,-3.0,48.5,Team 2,-3.0,51.5,Team 2,46%,54%,66%,34%,46%,54%,20184BaltimorePittsburgh,20184PittsburghBaltimore
441,882,2018,4,True,KansasCity,Denver,-5.0,55.0,Team 1,-3.5,53.5,Team 1,56%,44%,60%,40%,44%,56%,20184KansasCityDenver,20184DenverKansasCity
442,884,2018,5,True,Indianapolis,NewEngland,-10.5,53.5,Team 2,-11.0,50.0,Team 2,29%,71%,63%,37%,19%,81%,20185IndianapolisNewEngland,20185NewEnglandIndianapolis
443,886,2018,5,True,Baltimore,Cleveland,,,Team 1,-3.5,44.5,Team 1,71%,29%,56%,44%,46%,54%,20185BaltimoreCleveland,20185ClevelandBaltimore
444,888,2018,5,True,Jacksonville,KansasCity,,,Team 1,-3.0,48.0,Team 2,54%,46%,52%,48%,50%,50%,20185JacksonvilleKansasCity,20185KansasCityJacksonville
445,890,2018,5,True,Tennessee,Buffalo,-3.0,39.5,Team 1,-6.0,38.0,Team 1,47%,53%,35%,65%,78%,22%,20185TennesseeBuffalo,20185BuffaloTennessee
