,index_x,Season_x,Week_x,Include_x,Team 1_x,Team 2_x,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2,index_y,Season_y,Week_y,Include_y,Team 1_y,Team 2_y,Team 1 Final,Team 2 Final,Total Final
107,220,2020,7,True,Chicago,LARams,-7.5,47.0,Team 2,-6.5,44.0,Team 2,52%,48%,45%,55%,31%,69%,20207ChicagoLARams,20207LARamsChicago,2344,2020,7,True,Chicago,LARams,10.0,24.0,34.0
108,222,2019,1,True,GreenBay,Chicago,-3.5,46.0,Team 2,-3.0,46.5,Team 2,43%,57%,46%,54%,44%,56%,20191GreenBayChicago,20191ChicagoGreenBay,1624,2019,1,True,GreenBay,Chicago,10.0,3.0,13.0
109,224,2019,1,True,Atlanta,Minnesota,-4.5,47.5,Team 2,-4.0,47.5,Team 2,54%,46%,60%,40%,65%,35%,20191AtlantaMinnesota,20191MinnesotaAtlanta,1634,2019,1,True,Atlanta,Minnesota,12.0,28.0,40.0
110,226,2019,1,True,Washington,Philadelphia,-8.5,46.5,Team 2,-10.0,44.0,Team 2,24%,76%,37%,63%,10%,90%,20191WashingtonPhiladelphia,20191PhiladelphiaWashington,1638,2019,1,True,Washington,Philadelphia,27.0,32.0,59.0
111,228,2019,1,True,Buffalo,NYJets,-3.5,38.5,Team 2,-3.0,41.5,Team 2,40%,60%,70%,30%,80%,20%,20191BuffaloNYJets,20191NYJetsBuffalo,1636,2019,1,True,Buffalo,NYJets,17.0,16.0,33.0
112,230,2019,1,True,Baltimore,Miami,-4.0,37.0,Team 1,-7.0,40.5,Team 1,73%,27%,68%,32%,91%,9%,20191BaltimoreMiami,20191MiamiBaltimore,1632,2019,1,True,Baltimore,Miami,59.0,10.0,69.0
113,232,2019,1,True,SanFrancisco,TampaBay,-2.5,49.0,Team 2,-1.0,51.0,Team 2,49%,51%,68%,32%,57%,43%,20191SanFranciscoTampaBay,20191TampaBaySanFrancisco,1648,2019,1,True,SanFrancisco,TampaBay,31.0,17.0,48.0
114,234,2019,1,True,KansasCity,Jacksonville,-5.5,52.0,Team 1,-3.5,49.0,Team 1,58%,42%,42%,58%,86%,14%,20191KansasCityJacksonville,20191JacksonvilleKansasCity,1630,2019,1,True,KansasCity,Jacksonville,40.0,26.0,66.0
115,236,2019,1,True,Tennessee,Cleveland,-5.0,45.0,Team 2,-5.5,45.5,Team 2,40%,60%,35%,65%,16%,84%,20191TennesseeCleveland,20191ClevelandTennessee,1628,2019,1,True,Tennessee,Cleveland,43.0,13.0,56.0
116,238,2019,1,True,LARams,Carolina,-2.5,51.0,Team 1,-1.5,49.5,Team 1,63%,37%,23%,77%,72%,28%,20191LARamsCarolina,20191CarolinaLARams,1626,2019,1,True,LARams,Carolina,30.0,27.0,57.0
117,240,2019,1,True,Detroit,Arizona,0.0,49.0,No Favorite,-2.5,46.0,Team 1,66%,34%,54%,46%,55%,45%,20191DetroitArizona,20191ArizonaDetroit,1644,2019,1,True,Detroit,Arizona,27.0,27.0,54.0
118,242,2019,1,True,Cincinnati,Seattle,-9.0,43.5,Team 2,-9.5,43.5,Team 2,34%,66%,54%,46%,24%,76%,20191CincinnatiSeattle,20191SeattleCincinnati,1642,2019,1,True,Cincinnati,Seattle,20.0,21.0,41.0
119,244,2019,1,True,Indianapolis,LAChargers,-3.5,48.0,Team 2,-6.0,45.0,Team 2,49%,51%,49%,51%,46%,54%,20191IndianapolisLAChargers,20191LAChargersIndianapolis,1640,2019,1,True,Indianapolis,LAChargers,24.0,30.0,54.0
120,246,2019,1,True,NYGiants,Dallas,-7.5,46.5,Team 2,-7.0,44.5,Team 2,34%,66%,52%,48%,14%,86%,20191NYGiantsDallas,20191DallasNYGiants,1646,2019,1,True,NYGiants,Dallas,17.0,35.0,52.0
121,248,2019,1,True,Pittsburgh,NewEngland,-6.5,51.5,Team 2,-6.0,49.0,Team 2,42%,58%,47%,53%,24%,76%,20191PittsburghNewEngland,20191NewEnglandPittsburgh,1650,2019,1,True,Pittsburgh,NewEngland,3.0,33.0,36.0
122,250,2019,1,True,Houston,NewOrleans,-9.0,54.0,Team 2,-7.0,52.0,Team 2,45%,55%,67%,33%,17%,83%,20191HoustonNewOrleans,20191NewOrleansHouston,1652,2019,1,True,Houston,NewOrleans,28.0,30.0,58.0
123,252,2019,1,True,Denver,Oakland,-3.0,43.0,Team 2,-1.5,43.0,Team 2,70%,30%,47%,53%,57%,43%,20191DenverOakland,20191OaklandDenver,1654,2019,1,True,Denver,Oakland,16.0,24.0,40.0
124,254,2019,2,True,TampaBay,Carolina,-5.0,51.0,Team 2,-6.5,48.0,Team 2,29%,71%,48%,52%,11%,89%,20192TampaBayCarolina,20192CarolinaTampaBay,1656,2019,2,True,TampaBay,Carolina,20.0,14.0,34.0
125,256,2019,2,True,Indianapolis,Tennessee,-3.0,44.0,Team 2,-3.0,43.5,Team 2,31%,69%,29%,71%,53%,47%,20192IndianapolisTennessee,20192TennesseeIndianapolis,1674,2019,2,True,Indianapolis,Tennessee,19.0,17.0,36.0
126,258,2019,2,True,LAChargers,Detroit,-2.5,47.0,Team 1,-1.0,47.0,Team 1,51%,49%,55%,45%,37%,63%,20192LAChargersDetroit,20192DetroitLAChargers,1662,2019,2,True,LAChargers,Detroit,10.0,13.0,23.0
127,260,2019,2,True,Buffalo,NYGiants,-2.5,43.0,Team 1,-1.0,44.5,Team 1,50%,50%,37%,63%,79%,21%,20192BuffaloNYGiants,20192NYGiantsBuffalo,1670,2019,2,True,Buffalo,NYGiants,28.0,14.0,42.0
128,262,2019,2,True,Arizona,Baltimore,-13.5,41.5,Team 2,-13.0,46.0,Team 2,46%,54%,83%,17%,36%,64%,20192ArizonaBaltimore,20192BaltimoreArizona,1658,2019,2,True,Arizona,Baltimore,17.0,23.0,40.0
129,264,2019,2,True,NewEngland,Miami,-14.5,47.0,Team 1,-18.0,48.5,Team 1,62%,38%,41%,59%,87%,13%,20192NewEnglandMiami,20192MiamiNewEngland,1668,2019,2,True,NewEngland,Miami,43.0,0.0,43.0
130,266,2019,2,True,Dallas,Washington,-7.0,44.0,Team 1,-6.0,46.5,Team 1,69%,31%,79%,21%,82%,18%,20192DallasWashington,20192WashingtonDallas,1676,2019,2,True,Dallas,Washington,31.0,21.0,52.0
131,268,2019,2,True,Jacksonville,Houston,-9.5,44.5,Team 2,-7.0,43.0,Team 2,52%,48%,26%,74%,35%,65%,20192JacksonvilleHouston,20192HoustonJacksonville,1666,2019,2,True,Jacksonville,Houston,12.0,13.0,25.0
132,270,2019,2,True,Seattle,Pittsburgh,-4.0,46.5,Team 2,-4.0,47.0,Team 2,29%,71%,76%,24%,51%,49%,20192SeattlePittsburgh,20192PittsburghSeattle,1672,2019,2,True,Seattle,Pittsburgh,28.0,26.0,54.0
133,272,2019,2,True,SanFrancisco,Cincinnati,-1.5,45.0,Team 1,-1.0,46.5,Team 2,35%,65%,73%,27%,57%,43%,20192SanFranciscoCincinnati,20192CincinnatiSanFrancisco,1660,2019,2,True,SanFrancisco,Cincinnati,41.0,17.0,58.0
134,274,2019,2,True,Minnesota,GreenBay,-3.0,46.0,Team 2,-3.0,43.0,Team 2,57%,43%,39%,61%,30%,70%,20192MinnesotaGreenBay,20192GreenBayMinnesota,1664,2019,2,True,Minnesota,GreenBay,16.0,21.0,37.0
135,276,2019,2,True,KansasCity,Oakland,-8.5,53.5,Team 1,-7.0,53.0,Team 1,70%,30%,83%,17%,67%,33%,20192KansasCityOakland,20192OaklandKansasCity,1678,2019,2,True,KansasCity,Oakland,28.0,10.0,38.0
136,278,2019,2,True,NewOrleans,LARams,-3.0,53.5,Team 2,-1.5,52.5,Team 2,33%,67%,74%,26%,21%,79%,20192NewOrleansLARams,20192LARamsNewOrleans,1682,2019,2,True,NewOrleans,LARams,9.0,27.0,36.0
137,280,2019,2,True,Chicago,Denver,-1.0,41.5,Team 2,-2.5,40.5,Team 1,59%,41%,34%,66%,83%,17%,20192ChicagoDenver,20192DenverChicago,1680,2019,2,True,Chicago,Denver,16.0,14.0,30.0
138,282,2019,2,True,Philadelphia,Atlanta,0.0,51.0,No Favorite,-1.0,53.0,Team 1,58%,42%,73%,27%,48%,52%,20192PhiladelphiaAtlanta,20192AtlantaPhiladelphia,1684,2019,2,True,Philadelphia,Atlanta,20.0,24.0,44.0
139,284,2019,2,True,Cleveland,NYJets,-2.5,45.5,Team 1,-6.5,45.0,Team 1,57%,43%,51%,49%,74%,26%,20192ClevelandNYJets,20192NYJetsCleveland,1686,2019,2,True,Cleveland,NYJets,23.0,3.0,26.0
140,286,2019,3,True,Tennessee,Jacksonville,-6.5,48.5,Team 2,-1.5,38.0,Team 1,52%,48%,48%,52%,72%,28%,20193TennesseeJacksonville,20193JacksonvilleTennessee,1688,2019,3,True,Tennessee,Jacksonville,7.0,20.0,27.0
141,288,2019,3,True,Denver,GreenBay,-6.5,43.5,Team 2,-7.0,41.5,Team 2,43%,57%,45%,55%,5%,95%,20193DenverGreenBay,20193GreenBayDenver,1694,2019,3,True,Denver,GreenBay,16.0,27.0,43.0
142,290,2019,3,True,Detroit,Philadelphia,-7.0,49.5,Team 2,-4.0,44.5,Team 2,60%,40%,58%,42%,50%,50%,20193DetroitPhiladelphia,20193PhiladelphiaDetroit,1704,2019,3,True,Detroit,Philadelphia,27.0,24.0,51.0
143,292,2019,3,True,Baltimore,KansasCity,-6.0,51.5,Team 2,-4.5,52.0,Team 2,38%,62%,69%,31%,12%,88%,20193BaltimoreKansasCity,20193KansasCityBaltimore,1698,2019,3,True,Baltimore,KansasCity,28.0,33.0,61.0
144,294,2019,3,True,Cincinnati,Buffalo,-4.0,40.5,Team 2,-6.0,43.5,Team 2,54%,46%,38%,62%,48%,52%,20193CincinnatiBuffalo,20193BuffaloCincinnati,1690,2019,3,True,Cincinnati,Buffalo,17.0,21.0,38.0
145,296,2019,3,True,Atlanta,Indianapolis,-2.0,48.0,Team 2,-1.0,48.0,Team 2,49%,51%,66%,34%,74%,26%,20193AtlantaIndianapolis,20193IndianapolisAtlanta,1696,2019,3,True,Atlanta,Indianapolis,24.0,27.0,51.0
146,298,2019,3,True,Oakland,Minnesota,-7.0,43.0,Team 2,-9.0,43.5,Team 2,31%,69%,69%,31%,12%,88%,20193OaklandMinnesota,20193MinnesotaOakland,1700,2019,3,True,Oakland,Minnesota,14.0,34.0,48.0
147,300,2019,3,True,NYJets,NewEngland,0.0,48.0,No Favorite,-21.0,43.0,Team 2,28%,72%,57%,43%,6%,94%,20193NYJetsNewEngland,20193NewEnglandNYJets,1702,2019,3,True,NYJets,NewEngland,14.0,30.0,44.0
148,302,2019,3,True,Miami,Dallas,-16.0,47.0,Team 2,-22.5,46.5,Team 2,37%,63%,55%,45%,35%,65%,20193MiamiDallas,20193DallasMiami,1692,2019,3,True,Miami,Dallas,6.0,31.0,37.0
149,304,2019,3,True,NYGiants,TampaBay,-4.0,49.0,Team 2,-5.5,48.0,Team 2,62%,38%,46%,54%,57%,43%,20193NYGiantsTampaBay,20193TampaBayNYGiants,1708,2019,3,True,NYGiants,TampaBay,32.0,31.0,63.0
150,306,2019,3,True,Carolina,Arizona,-3.0,43.5,Team 1,-2.0,45.5,Team 2,34%,66%,69%,31%,21%,79%,20193CarolinaArizona,20193ArizonaCarolina,1706,2019,3,True,Carolina,Arizona,38.0,20.0,58.0
151,308,2019,3,True,NewOrleans,Seattle,0.0,50.0,No Favorite,-5.0,44.0,Team 2,39%,61%,36%,64%,13%,87%,20193NewOrleansSeattle,20193SeattleNewOrleans,1714,2019,3,True,NewOrleans,Seattle,33.0,27.0,60.0
152,310,2019,3,True,Houston,LAChargers,-4.0,49.0,Team 2,-3.0,49.0,Team 2,48%,52%,61%,39%,71%,29%,20193HoustonLAChargers,20193LAChargersHouston,1710,2019,3,True,Houston,LAChargers,27.0,20.0,47.0
153,312,2019,3,True,Pittsburgh,SanFrancisco,0.0,46.5,No Favorite,-6.0,44.5,Team 2,59%,41%,83%,17%,65%,35%,20193PittsburghSanFrancisco,20193SanFranciscoPittsburgh,1712,2019,3,True,Pittsburgh,SanFrancisco,20.0,24.0,44.0
154,314,2019,3,True,LARams,Cleveland,-2.5,51.0,Team 1,-4.5,48.5,Team 1,64%,36%,74%,26%,62%,38%,20193LARamsCleveland,20193ClevelandLARams,1716,2019,3,True,LARams,Cleveland,20.0,13.0,33.0
155,316,2019,3,True,Chicago,Washington,-5.0,42.5,Team 1,-5.0,41.0,Team 1,56%,44%,39%,61%,66%,34%,20193ChicagoWashington,20193WashingtonChicago,1718,2019,3,True,Chicago,Washington,31.0,15.0,46.0
156,318,2019,4,True,Philadelphia,GreenBay,-3.0,48.0,Team 2,-3.5,46.5,Team 2,44%,56%,66%,34%,26%,74%,20194PhiladelphiaGreenBay,20194GreenBayPhiladelphia,1720,2019,4,True,Philadelphia,GreenBay,34.0,27.0,61.0
157,320,2019,4,True,Carolina,Houston,,,Team 1,-5.5,47.5,Team 2,37%,63%,74%,26%,42%,58%,20194CarolinaHouston,20194HoustonCarolina,1730,2019,4,True,Carolina,Houston,16.0,10.0,26.0
158,322,2019,4,True,Cleveland,Baltimore,-5.0,46.5,Team 2,-7.0,47.5,Team 2,45%,55%,79%,21%,57%,43%,20194ClevelandBaltimore,20194BaltimoreCleveland,1724,2019,4,True,Cleveland,Baltimore,40.0,25.0,65.0
159,324,2019,4,True,Washington,NYGiants,-2.5,46.0,Team 2,-3.0,48.0,Team 2,53%,47%,55%,45%,28%,72%,20194WashingtonNYGiants,20194NYGiantsWashington,1736,2019,4,True,Washington,NYGiants,3.0,24.0,27.0
160,326,2019,4,True,LAChargers,Miami,-16.0,45.0,Team 1,-14.5,44.0,Team 1,42%,58%,44%,56%,84%,16%,20194LAChargersMiami,20194MiamiLAChargers,1734,2019,4,True,LAChargers,Miami,30.0,10.0,40.0
161,328,2019,4,True,Oakland,Indianapolis,-6.5,44.0,Team 2,-5.5,46.0,Team 2,47%,53%,60%,40%,39%,61%,20194OaklandIndianapolis,20194IndianapolisOakland,1732,2019,4,True,Oakland,Indianapolis,31.0,24.0,55.0
162,330,2019,4,True,KansasCity,Detroit,-6.0,53.0,Team 1,-7.0,54.5,Team 1,77%,23%,67%,33%,87%,13%,20194KansasCityDetroit,20194DetroitKansasCity,1728,2019,4,True,KansasCity,Detroit,34.0,30.0,64.0
163,332,2019,4,True,NewEngland,Buffalo,-6.0,44.0,Team 1,-7.0,41.5,Team 1,79%,21%,36%,64%,91%,9%,20194NewEnglandBuffalo,20194BuffaloNewEngland,1726,2019,4,True,NewEngland,Buffalo,16.0,10.0,26.0
164,334,2019,4,True,Tennessee,Atlanta,-3.5,46.5,Team 2,-3.5,46.0,Team 2,55%,45%,60%,40%,31%,69%,20194TennesseeAtlanta,20194AtlantaTennessee,1722,2019,4,True,Tennessee,Atlanta,24.0,10.0,34.0
165,336,2019,4,True,TampaBay,LARams,-9.0,50.0,Team 2,-9.5,48.5,Team 2,45%,55%,52%,48%,4%,96%,20194TampaBayLARams,20194LARamsTampaBay,1740,2019,4,True,TampaBay,LARams,55.0,40.0,95.0
166,338,2019,4,True,Seattle,Arizona,-3.0,46.0,Team 1,-5.5,49.0,Team 1,51%,49%,49%,51%,89%,11%,20194SeattleArizona,20194ArizonaSeattle,1738,2019,4,True,Seattle,Arizona,27.0,10.0,37.0
167,340,2019,4,True,Minnesota,Chicago,-3.0,39.0,Team 2,0.0,38.0,No Favorite,47%,53%,44%,56%,55%,45%,20194MinnesotaChicago,20194ChicagoMinnesota,1742,2019,4,True,Minnesota,Chicago,6.0,16.0,22.0
168,342,2019,4,True,Jacksonville,Denver,-3.5,38.0,Team 2,-2.5,37.0,Team 2,37%,63%,49%,51%,37%,63%,20194JacksonvilleDenver,20194DenverJacksonville,1744,2019,4,True,Jacksonville,Denver,26.0,24.0,50.0
169,344,2019,4,True,Dallas,NewOrleans,-1.5,45.0,Team 1,-2.5,47.5,Team 1,68%,32%,54%,46%,67%,33%,20194DallasNewOrleans,20194NewOrleansDallas,1746,2019,4,True,Dallas,NewOrleans,10.0,12.0,22.0
170,346,2019,4,True,Cincinnati,Pittsburgh,-4.5,43.5,Team 2,-3.5,45.0,Team 2,48%,52%,57%,43%,34%,66%,20194CincinnatiPittsburgh,20194PittsburghCincinnati,1748,2019,4,True,Cincinnati,Pittsburgh,3.0,27.0,30.0
171,348,2019,5,True,LARams,Seattle,-1.5,48.0,Team 1,-1.5,48.5,Team 2,49%,51%,41%,59%,46%,54%,20195LARamsSeattle,20195SeattleLARams,1750,2019,5,True,LARams,Seattle,29.0,30.0,59.0
172,350,2019,5,True,Baltimore,Pittsburgh,-3.0,42.5,Team 1,-3.0,44.0,Team 1,44%,56%,80%,20%,53%,47%,20195BaltimorePittsburgh,20195PittsburghBaltimore,1764,2019,5,True,Baltimore,Pittsburgh,26.0,23.0,49.0
173,352,2019,5,True,Chicago,Oakland,-6.0,41.0,Team 1,-6.5,40.0,Team 1,74%,26%,27%,73%,78%,22%,20195ChicagoOakland,20195OaklandChicago,1770,2019,5,True,Chicago,Oakland,21.0,24.0,45.0
174,354,2019,5,True,Arizona,Cincinnati,-4.0,48.5,Team 2,-3.0,46.5,Team 2,54%,46%,76%,24%,75%,25%,20195ArizonaCincinnati,20195CincinnatiArizona,1754,2019,5,True,Arizona,Cincinnati,26.0,23.0,49.0
175,356,2019,5,True,Jacksonville,Carolina,-3.0,42.0,Team 2,-3.0,41.0,Team 2,33%,67%,35%,65%,45%,55%,20195JacksonvilleCarolina,20195CarolinaJacksonville,1752,2019,5,True,Jacksonville,Carolina,27.0,34.0,61.0
176,358,2019,5,True,Minnesota,NYGiants,-5.5,46.0,Team 1,-6.0,43.5,Team 1,68%,32%,52%,48%,73%,27%,20195MinnesotaNYGiants,20195NYGiantsMinnesota,1760,2019,5,True,Minnesota,NYGiants,28.0,10.0,38.0
177,360,2019,5,True,NewEngland,Washington,-13.0,47.5,Team 1,-16.5,42.0,Team 1,77%,23%,59%,41%,96%,4%,20195NewEnglandWashington,20195WashingtonNewEngland,1768,2019,5,True,NewEngland,Washington,33.0,7.0,40.0
178,362,2019,5,True,NYJets,Philadelphia,-13.0,44.5,Team 2,-14.0,43.0,Team 2,34%,66%,50%,50%,14%,86%,20195NYJetsPhiladelphia,20195PhiladelphiaNYJets,1762,2019,5,True,NYJets,Philadelphia,6.0,31.0,37.0
179,364,2019,5,True,TampaBay,NewOrleans,,,Team 1,-3.0,46.5,Team 2,53%,47%,62%,38%,9%,91%,20195TampaBayNewOrleans,20195NewOrleansTampaBay,1758,2019,5,True,TampaBay,NewOrleans,24.0,31.0,55.0
180,366,2019,5,True,Atlanta,Houston,,,Team 1,-4.0,50.0,Team 2,44%,56%,77%,23%,34%,66%,20195AtlantaHouston,20195HoustonAtlanta,1756,2019,5,True,Atlanta,Houston,32.0,53.0,85.0
181,368,2019,5,True,Buffalo,Tennessee,,,Team 1,-3.0,39.0,Team 2,52%,48%,39%,61%,64%,36%,20195BuffaloTennessee,20195TennesseeBuffalo,1766,2019,5,True,Buffalo,Tennessee,14.0,7.0,21.0
182,370,2019,5,True,Denver,LAChargers,,,Team 1,-4.5,45.5,Team 2,51%,49%,45%,55%,44%,56%,20195DenverLAChargers,20195LAChargersDenver,1772,2019,5,True,Denver,LAChargers,20.0,13.0,33.0
183,372,2019,5,True,GreenBay,Dallas,,,Team 1,-3.5,46.5,Team 2,54%,46%,73%,27%,59%,41%,20195GreenBayDallas,20195DallasGreenBay,1774,2019,5,True,GreenBay,Dallas,34.0,24.0,58.0
184,374,2019,5,True,Indianapolis,KansasCity,,,Team 1,-11.0,55.5,Team 2,30%,70%,64%,36%,15%,85%,20195IndianapolisKansasCity,20195KansasCityIndianapolis,1776,2019,5,True,Indianapolis,KansasCity,19.0,13.0,32.0
185,376,2019,5,True,Cleveland,SanFrancisco,,,Team 1,-5.0,48.0,Team 2,56%,44%,69%,31%,53%,47%,20195ClevelandSanFrancisco,20195SanFranciscoCleveland,1778,2019,5,True,Cleveland,SanFrancisco,3.0,31.0,34.0
186,378,2019,6,True,NYGiants,NewEngland,-14.0,46.5,Team 2,-17.0,43.0,Team 2,30%,70%,64%,36%,8%,92%,20196NYGiantsNewEngland,20196NewEnglandNYGiants,1780,2019,6,True,NYGiants,NewEngland,14.0,35.0,49.0
187,380,2019,6,True,Carolina,TampaBay,0.0,46.0,No Favorite,-2.0,47.5,Team 1,52%,48%,43%,57%,64%,36%,20196CarolinaTampaBay,20196TampaBayCarolina,1782,2019,6,True,Carolina,TampaBay,37.0,26.0,63.0
188,382,2019,6,True,Cincinnati,Baltimore,-8.5,48.0,Team 2,-10.5,47.0,Team 2,51%,49%,81%,19%,11%,89%,20196CincinnatiBaltimore,20196BaltimoreCincinnati,1784,2019,6,True,Cincinnati,Baltimore,17.0,23.0,40.0
189,384,2019,6,True,Seattle,Cleveland,-2.5,46.0,Team 2,0.0,45.5,No Favorite,57%,43%,63%,37%,56%,44%,20196SeattleCleveland,20196ClevelandSeattle,1786,2019,6,True,Seattle,Cleveland,32.0,28.0,60.0
190,386,2019,6,True,Houston,KansasCity,-8.5,54.0,Team 2,-3.5,54.5,Team 2,43%,57%,76%,24%,17%,83%,20196HoustonKansasCity,20196KansasCityHouston,1790,2019,6,True,Houston,KansasCity,31.0,24.0,55.0
191,388,2019,6,True,NewOrleans,Jacksonville,-1.5,43.5,Team 2,-2.5,42.5,Team 2,47%,53%,46%,54%,46%,54%,20196NewOrleansJacksonville,20196JacksonvilleNewOrleans,1788,2019,6,True,NewOrleans,Jacksonville,13.0,6.0,19.0
192,390,2019,6,True,Philadelphia,Minnesota,-3.0,44.0,Team 2,-3.5,44.5,Team 2,45%,55%,52%,48%,61%,39%,20196PhiladelphiaMinnesota,20196MinnesotaPhiladelphia,1794,2019,6,True,Philadelphia,Minnesota,20.0,38.0,58.0
193,392,2019,6,True,Washington,Miami,-6.5,41.0,Team 1,-6.0,42.5,Team 1,46%,54%,83%,17%,78%,22%,20196WashingtonMiami,20196MiamiWashington,1792,2019,6,True,Washington,Miami,17.0,16.0,33.0
194,394,2019,6,True,SanFrancisco,LARams,-5.0,48.5,Team 2,-3.0,50.0,Team 2,28%,72%,53%,47%,63%,37%,20196SanFranciscoLARams,20196LARamsSanFrancisco,1798,2019,6,True,SanFrancisco,LARams,20.0,7.0,27.0
195,396,2019,6,True,Atlanta,Arizona,-2.5,47.0,Team 1,-3.0,52.5,Team 1,71%,29%,84%,16%,52%,48%,20196AtlantaArizona,20196ArizonaAtlanta,1796,2019,6,True,Atlanta,Arizona,33.0,34.0,67.0
196,398,2019,6,True,Dallas,NYJets,-7.0,45.0,Team 1,-7.0,43.5,Team 1,63%,37%,63%,37%,91%,9%,20196DallasNYJets,20196NYJetsDallas,1802,2019,6,True,Dallas,NYJets,22.0,24.0,46.0
197,400,2019,6,True,Tennessee,Denver,0.0,40.0,No Favorite,-1.0,41.0,Team 2,47%,53%,23%,77%,47%,53%,20196TennesseeDenver,20196DenverTennessee,1800,2019,6,True,Tennessee,Denver,0.0,16.0,16.0
198,402,2019,6,True,Pittsburgh,LAChargers,-5.5,43.5,Team 2,-6.0,42.5,Team 2,32%,68%,65%,35%,28%,72%,20196PittsburghLAChargers,20196LAChargersPittsburgh,1804,2019,6,True,Pittsburgh,LAChargers,24.0,17.0,41.0
199,404,2019,6,True,Detroit,GreenBay,-5.5,46.5,Team 2,-3.5,47.0,Team 2,41%,59%,59%,41%,31%,69%,20196DetroitGreenBay,20196GreenBayDetroit,1806,2019,6,True,Detroit,GreenBay,22.0,23.0,45.0
200,406,2019,7,True,KansasCity,Denver,,,Team 1,-3.0,49.5,Team 1,69%,31%,35%,65%,79%,21%,20197KansasCityDenver,20197DenverKansasCity,1808,2019,7,True,KansasCity,Denver,30.0,6.0,36.0
201,408,2019,7,True,Arizona,NYGiants,-3.0,50.0,Team 2,-3.5,50.0,Team 2,48%,52%,74%,26%,36%,64%,20197ArizonaNYGiants,20197NYGiantsArizona,1822,2019,7,True,Arizona,NYGiants,27.0,21.0,48.0
202,410,2019,7,True,Houston,Indianapolis,,,Team 1,-1.5,46.5,Team 2,52%,48%,83%,17%,66%,34%,20197HoustonIndianapolis,20197IndianapolisHouston,1820,2019,7,True,Houston,Indianapolis,23.0,30.0,53.0
203,412,2019,7,True,Miami,Buffalo,,,Team 1,-17.0,42.0,Team 2,69%,31%,57%,43%,23%,77%,20197MiamiBuffalo,20197BuffaloMiami,1812,2019,7,True,Miami,Buffalo,21.0,31.0,52.0
204,414,2019,7,True,Minnesota,Detroit,0.0,44.0,No Favorite,-2.5,43.5,Team 1,53%,47%,58%,42%,63%,37%,20197MinnesotaDetroit,20197DetroitMinnesota,1816,2019,7,True,Minnesota,Detroit,42.0,30.0,72.0
205,416,2019,7,True,Oakland,GreenBay,,,Team 1,-6.0,47.5,Team 2,53%,47%,63%,37%,16%,84%,20197OaklandGreenBay,20197GreenBayOakland,1818,2019,7,True,Oakland,GreenBay,24.0,42.0,66.0
206,418,2019,7,True,Jacksonville,Cincinnati,,,Team 1,-4.5,44.0,Team 1,66%,34%,54%,46%,58%,42%,20197JacksonvilleCincinnati,20197CincinnatiJacksonville,1814,2019,7,True,Jacksonville,Cincinnati,27.0,17.0,44.0
207,420,2019,7,True,LARams,Atlanta,,,Team 1,-3.0,54.5,Team 1,68%,32%,70%,30%,77%,23%,20197LARamsAtlanta,20197AtlantaLARams,1810,2019,7,True,LARams,Atlanta,37.0,10.0,47.0
208,422,2019,7,True,SanFrancisco,Washington,,,Team 1,-10.0,39.0,Team 1,76%,24%,31%,69%,87%,13%,20197SanFranciscoWashington,20197WashingtonSanFrancisco,1824,2019,7,True,SanFrancisco,Washington,9.0,0.0,9.0
209,424,2019,7,True,LAChargers,Tennessee,,,Team 1,-2.5,42.5,Team 2,56%,44%,59%,41%,57%,43%,20197LAChargersTennessee,20197TennesseeLAChargers,1826,2019,7,True,LAChargers,Tennessee,20.0,23.0,43.0
210,426,2019,7,True,Baltimore,Seattle,,,Team 1,-3.0,48.5,Team 2,46%,54%,79%,21%,16%,84%,20197BaltimoreSeattle,20197SeattleBaltimore,1830,2019,7,True,Baltimore,Seattle,30.0,16.0,46.0
211,428,2019,7,True,NewOrleans,Chicago,,,Team 1,-4.5,37.0,Team 2,45%,55%,27%,73%,48%,52%,20197NewOrleansChicago,20197ChicagoNewOrleans,1828,2019,7,True,NewOrleans,Chicago,36.0,25.0,61.0
212,430,2019,7,True,Philadelphia,Dallas,,,Team 1,-3.0,50.0,Team 2,51%,49%,49%,51%,45%,55%,20197PhiladelphiaDallas,20197DallasPhiladelphia,1832,2019,7,True,Philadelphia,Dallas,10.0,37.0,47.0
213,432,2019,7,True,NewEngland,NYJets,-9.5,43.5,Team 1,-9.5,43.0,Team 1,56%,44%,62%,38%,81%,19%,20197NewEnglandNYJets,20197NYJetsNewEngland,1834,2019,7,True,NewEngland,NYJets,33.0,0.0,33.0
214,434,2019,8,True,Washington,Minnesota,-14.0,40.0,Team 2,-16.5,42.0,Team 2,43%,57%,52%,48%,13%,87%,20198WashingtonMinnesota,20198MinnesotaWashington,1836,2019,8,True,Washington,Minnesota,9.0,19.0,28.0
215,436,2019,8,True,NYGiants,Detroit,-7.5,48.5,Team 2,-6.5,49.5,Team 2,43%,57%,63%,37%,7%,93%,20198NYGiantsDetroit,20198DetroitNYGiants,1844,2019,8,True,NYGiants,Detroit,26.0,31.0,57.0
